Year,SDG Series,Type of product,Unit of measure,COMMENT_OBS,Observation-level footnotes,BASE_PER,Base period,Value
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,0.00946
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,0.00789
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,0.00838
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,0.00742
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,0.0074
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.00862
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01164
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.00781
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.00116
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.00855
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01087
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01483
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01255
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.01089
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.00589
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.00889
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.00937
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.00796
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.00359
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.00178
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.00148
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.0013
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.0014
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.00245
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,0.00182
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.16977
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.19663
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.19987
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.22639
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.22939
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.29241
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.30184
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.41675
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.34156
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.38233
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.42145
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.46252
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.50505
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.52295
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.55919
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.62368
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.65159
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.64291
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.67236
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,0.68462
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Petroleum (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Natural gas (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,8.09289
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,7.79266
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,7.48873
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,7.32165
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,6.98512
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,6.60292
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,6.23597
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,6.08162
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,5.51922
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,5.40878
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,4.69069
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,4.66223
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,4.60482
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,4.6971
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,4.48859
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,4.37634
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,4.45388
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,4.22417
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,4.12672
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",,Kilograms per constant USD,,,2015,2015,3.92927
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.41672
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.46026
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.452
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.49406
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.48578
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.58146
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.57319
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.76127
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.57365
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.63639
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.66983
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.69202
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.75919
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.78093
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.82558
